SKU,PRODUCTO,VALOR
"8,00001E+12",Estación de Trabajo 120 Dakar - Izquierdo,39828.0
"8,00001E+12",Estación de Trabajo 120cm Peral - Izquierdo,40435.0
"8,0001E+11",Banqueta ISO Polipropileno Pata Luna - 2 / Negro,66754.0
"8,0001E+11",Banqueta ISO Polipropileno Pata Luna - 3 / Negro,89370.0
"8,0001E+11",Estación de Trabajo 120cm Peral - Izquierdo,40435.0
"8,00001E+12",Estación de Trabajo 120 Dakar - Derecho,39828.0
,Sábana Sherpa Lisa 2 Plazas Terra,10000.0
,Sábana Sherpa Lisa 2 Plazas Verde,10000.0
"8,25155E+12",Bicicleta Hefesto Urbana Rojo,74000.0
"9,99116E+12",Bicicleta Hestia 21 Cambios Aluminio Negro,nan
,Gabinete 180x80x45 Peral,50.0
"2,08201E+12",Organizador Infantil 6 Espacios Carvalo,57.225
"8,00001E+12",Silla Casino Adulto Zincada,18.0
,Campana Decorativa 60 cm,84.189
,Escritorio Venecia 120cm Nogal,nan
"8,0001E+11",Piso Apilable Gris,4340.0
